Name,Record,Height,Weight,Reach,STANCE,DOB,SLpM,Str.Acc,SApM,Str.Def,TD Avg.,TD Acc.,TD Def.,Sub. Avg
 Tom Duquesnoy Record: 16-2-0 (1 NC),"Height:5' 7""",Weight:135 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Jun 21, 1993  ",SLpM:3.83,Str. Acc.:45%,SApM:5.30,Str. Def:62%,,TD Avg.:0.42,TD Acc.:25%,TD Def.:46%,Sub. Avg.:0.0,"
"
 Albert Duraev Record: 13-3-0,"Height:5' 11""",Weight:185 lbs.,Reach:--,STANCE:  ,"DOB:Jan 05, 1989  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Reuben Duran Record: 11-7-1,"Height:5' 7""",Weight:135 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Jul 02, 1983  ",SLpM:3.19,Str. Acc.:49%,SApM:2.61,Str. Def:50%,,TD Avg.:0.98,TD Acc.:23%,TD Def.:25%,Sub. Avg.:0.7,"
"
 Cody Durden Record: 11-3-1,"Height:5' 7""",Weight:125 lbs.,"Reach:67""",STANCE:Southpaw,"DOB:Mar 29, 1991  ",SLpM:3.11,Str. Acc.:48%,SApM:3.93,Str. Def:41%,,TD Avg.:3.28,TD Acc.:26%,TD Def.:50%,Sub. Avg.:0.8,"
"
 Luiz Dutra Record: 13-6-1,"Height:5' 11""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 06, 1982  ",SLpM:3.92,Str. Acc.:50%,SApM:4.80,Str. Def:41%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Rilley Dutro Record: 11-4-0,"Height:5' 8""",Weight:125 lbs.,Reach:--,STANCE:Orthodox,"DOB:Sep 03, 1987  ",SLpM:4.74,Str. Acc.:54%,SApM:5.95,Str. Def:33%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:83%,Sub. Avg.:0.0,"
"
 Bill Duvall Record: 1-2-0,"Height:6' 2""",Weight:185 lbs.,Reach:--,STANCE:Southpaw,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:2.40,Str. Def:40%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Merab Dvalishvili Record: 13-4-0,"Height:5' 6""",Weight:135 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Jan 10, 1991  ",SLpM:4.02,Str. Acc.:39%,SApM:2.22,Str. Def:61%,,TD Avg.:7.38,TD Acc.:43%,TD Def.:78%,Sub. Avg.:0.4,"
"
 David Dvorak Record: 20-3-0,"Height:5' 5""",Weight:125 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Jun 05, 1992  ",SLpM:4.46,Str. Acc.:46%,SApM:3.28,Str. Def:63%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:78%,Sub. Avg.:0.5,"
"
 Matt Dwyer Record: 9-4-0,"Height:6' 4""",Weight:170 lbs.,"Reach:76""",STANCE:Orthodox,"DOB:Dec 17, 1989  ",SLpM:2.57,Str. Acc.:34%,SApM:3.24,Str. Def:54%,,TD Avg.:0.44,TD Acc.:10%,TD Def.:60%,Sub. Avg.:0.0,"
"
 Rolando Dy Record: 9-7-1 (1 NC),"Height:5' 8""",Weight:145 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Aug 11, 1990  ",SLpM:3.04,Str. Acc.:37%,SApM:4.47,Str. Def:52%,,TD Avg.:0.30,TD Acc.:20%,TD Def.:68%,Sub. Avg.:0.0,"
"
 Ben Earwood Record: 12-3-0,"Height:5' 8""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.50,Str. Acc.:55%,SApM:0.20,Str. Def:33%,,TD Avg.:3.00,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Cody East Record: 12-3-0,"Height:6' 3""",Weight:245 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jun 29, 1988  ",SLpM:4.15,Str. Acc.:43%,SApM:7.32,Str. Def:40%,,TD Avg.:3.97,TD Acc.:100%,TD Def.:16%,Sub. Avg.:0.0,"
"
 Marvin Eastman Record: 18-15-1,"Height:5' 9""",Weight:185 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jun 08, 1971  ",SLpM:2.21,Str. Acc.:35%,SApM:3.92,Str. Def:42%,,TD Avg.:1.38,TD Acc.:33%,TD Def.:81%,Sub. Avg.:0.0,"
"
 Mike Easton Record: 13-6-0,"Height:5' 6""",Weight:135 lbs.,"Reach:70""",STANCE:Southpaw,"DOB:Jan 25, 1984  ",SLpM:3.51,Str. Acc.:37%,SApM:4.28,Str. Def:61%,,TD Avg.:0.75,TD Acc.:22%,TD Def.:66%,Sub. Avg.:0.0,"
"
 Maurice Eazel Record: 7-15-0,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Vincent Eazelle Record: 9-2-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Dec 07, 1980  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Ross Ebanez Record: 20-10-0 (3 NC),"Height:5' 9""",Weight:154 lbs.,Reach:--,STANCE:Southpaw,"DOB:May 18, 1975  ",SLpM:0.74,Str. Acc.:50%,SApM:0.74,Str. Def:62%,,TD Avg.:3.70,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Brian Ebersole Record: 51-18-1 (1 NC),"Height:6' 0""",Weight:170 lbs.,"Reach:73""",STANCE:Southpaw,"DOB:Nov 27, 1980  ",SLpM:2.32,Str. Acc.:49%,SApM:2.14,Str. Def:56%,,TD Avg.:1.70,TD Acc.:23%,TD Def.:61%,Sub. Avg.:0.1,"
"
 Mark Eddiva Record: 6-3-0,"Height:5' 8""",Weight:145 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Feb 16, 1986  ",SLpM:3.37,Str. Acc.:45%,SApM:2.98,Str. Def:54%,,TD Avg.:1.45,TD Acc.:22%,TD Def.:63%,Sub. Avg.:0.0,"
"
 Frankie Edgar Record: 23-9-1,"Height:5' 6""",Weight:135 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Oct 16, 1981  ",SLpM:3.70,Str. Acc.:39%,SApM:2.71,Str. Def:66%,,TD Avg.:2.28,TD Acc.:31%,TD Def.:65%,Sub. Avg.:0.3,"
"
 Abdul-Kerim Edilov Record: 17-4-0,"Height:6' 2""",Weight:205 lbs.,Reach:--,STANCE:Orthodox,"DOB:Nov 25, 1991  ",SLpM:10.22,Str. Acc.:61%,SApM:0.13,Str. Def:92%,,TD Avg.:3.98,TD Acc.:100%,TD Def.:0%,Sub. Avg.:2.0,"
"
 Johnny Eduardo Record: 28-12-0,"Height:5' 7""",Weight:135 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Aug 03, 1978  ",SLpM:2.89,Str. Acc.:38%,SApM:3.34,Str. Def:63%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:62%,Sub. Avg.:0.5,"
"
 Yves Edwards Record: 42-22-1 (1 NC),"Height:5' 9""",Weight:155 lbs.,"Reach:73""",STANCE:Southpaw,"DOB:Sep 30, 1976  ",SLpM:2.91,Str. Acc.:42%,SApM:2.34,Str. Def:66%,,TD Avg.:0.76,TD Acc.:53%,TD Def.:69%,Sub. Avg.:0.7,"
"
 Justin Edwards Record: 9-5-0,"Height:5' 10""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Jan 26, 1983  ",SLpM:2.68,Str. Acc.:42%,SApM:3.32,Str. Def:51%,,TD Avg.:2.14,TD Acc.:26%,TD Def.:27%,Sub. Avg.:1.0,"
"
 Leon Edwards Record: 19-3-0 (1 NC),"Height:6' 2""",Weight:170 lbs.,"Reach:74""",STANCE:Southpaw,"DOB:Aug 25, 1991  ",SLpM:2.62,Str. Acc.:49%,SApM:2.15,Str. Def:55%,,TD Avg.:1.48,TD Acc.:35%,TD Def.:70%,Sub. Avg.:0.3,"
"
 Te Edwards Record: 6-3-0,"Height:5' 8""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Sep 11, 1990  ",SLpM:1.50,Str. Acc.:41%,SApM:4.15,Str. Def:44%,,TD Avg.:0.72,TD Acc.:100%,TD Def.:44%,Sub. Avg.:0.0,"
"
 Adli Edwards Record: 4-1-0,Height:--,Weight:145 lbs.,Reach:--,STANCE:  ,"DOB:Aug 28, 1989  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Joselyne Edwards Record: 10-3-0,"Height:5' 8""",Weight:135 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Sep 29, 1995  ",SLpM:4.20,Str. Acc.:53%,SApM:3.83,Str. Def:46%,,TD Avg.:0.50,TD Acc.:16%,TD Def.:37%,Sub. Avg.:0.5,"
"
 Tom Egan Record: 7-5-0,"Height:5' 11""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:3.91,Str. Def:50%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:28%,Sub. Avg.:0.0,"
"
 Stephanie Egger Record: 5-2-0,"Height:5' 6""",Weight:135 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Aug 12, 1988  ",SLpM:0.67,Str. Acc.:31%,SApM:1.33,Str. Def:52%,,TD Avg.:1.00,TD Acc.:16%,TD Def.:40%,Sub. Avg.:0.0,"
"
 Justin Eilers Record: 19-7-1,"Height:6' 1""",Weight:235 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jun 28, 1978  ",SLpM:2.86,Str. Acc.:43%,SApM:5.66,Str. Def:49%,,TD Avg.:0.82,TD Acc.:25%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Jon Olav Einemo Record: 6-3-0,"Height:6' 6""",Weight:253 lbs.,Reach:--,STANCE:Orthodox,"DOB:Dec 10, 1975  ",SLpM:2.15,Str. Acc.:52%,SApM:3.05,Str. Def:52%,,TD Avg.:1.73,TD Acc.:55%,TD Def.:43%,Sub. Avg.:0.0,"
"
 Per Eklund Record: 14-5-1,"Height:5' 10""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,DOB:--  ,SLpM:2.07,Str. Acc.:61%,SApM:2.38,Str. Def:67%,,TD Avg.:2.07,TD Acc.:11%,TD Def.:50%,Sub. Avg.:3.6,"
"
 John Elam Record: 2-0-0,Height:--,Weight:--,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 John Paul Elias Record: 3-1-0,"Height:6' 4""",Weight:205 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Saul Elizondo Record: 6-8-0,"Height:5' 7""",Weight:135 lbs.,Reach:--,STANCE:  ,"DOB:Jul 17, 1985  ",SLpM:2.07,Str. Acc.:30%,SApM:4.93,Str. Def:48%,,TD Avg.:2.00,TD Acc.:100%,TD Def.:66%,Sub. Avg.:1.0,"
"
 Darren Elkins Record: 27-9-0,"Height:5' 10""",Weight:145 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:May 16, 1984  ",SLpM:3.46,Str. Acc.:38%,SApM:3.05,Str. Def:52%,,TD Avg.:2.67,TD Acc.:33%,TD Def.:56%,Sub. Avg.:1.1,"
"
 Jake Ellenberger Record: 31-15-0,"Height:5' 9""",Weight:170 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Mar 28, 1985  ",SLpM:2.47,Str. Acc.:39%,SApM:2.83,Str. Def:60%,,TD Avg.:2.04,TD Acc.:47%,TD Def.:86%,Sub. Avg.:0.4,"
"
 Joe Ellenberger Record: 15-2-0,"Height:5' 9""",Weight:155 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Mar 28, 1985  ",SLpM:1.62,Str. Acc.:47%,SApM:3.45,Str. Def:48%,,TD Avg.:3.17,TD Acc.:40%,TD Def.:0%,Sub. Avg.:1.1,"
"
 Tim Elliott Record: 18-11-1,"Height:5' 7""",Weight:125 lbs.,"Reach:66""",STANCE:Southpaw,"DOB:Dec 24, 1986  ",SLpM:3.35,Str. Acc.:45%,SApM:2.49,Str. Def:59%,,TD Avg.:4.01,TD Acc.:49%,TD Def.:58%,Sub. Avg.:1.1,"
"
 Eddy Ellis Record: 21-16-1 (1 NC),"Height:5' 9""",Weight:170 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:3.40,Str. Acc.:69%,SApM:1.53,Str. Def:68%,,TD Avg.:4.00,TD Acc.:66%,TD Def.:50%,Sub. Avg.:2.0,"
"
 Lisa Ellis Record: 15-11-0,"Height:5' 4""",Weight:115 lbs.,Reach:--,STANCE:  ,"DOB:Nov 15, 1982  ",SLpM:1.68,Str. Acc.:48%,SApM:2.32,Str. Def:57%,,TD Avg.:4.19,TD Acc.:63%,TD Def.:50%,Sub. Avg.:0.6,"
"
 Anna Elmose Record: 3-2-0,"Height:5' 3""",Weight:115 lbs.,Reach:--,STANCE:Orthodox,"DOB:Oct 06, 1984  ",SLpM:3.68,Str. Acc.:49%,SApM:4.64,Str. Def:56%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:33%,Sub. Avg.:0.0,"
"
 Cameron Else Record: 10-5-0,"Height:5' 9""",Weight:135 lbs.,"Reach:71""",STANCE:Switch,"DOB:Apr 27, 1987  ",SLpM:1.92,Str. Acc.:36%,SApM:5.58,Str. Def:58%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Aaron Ely Record: 5-2-0,"Height:5' 8""",Weight:135 lbs.,Reach:--,STANCE:  ,"DOB:Mar 18, 1989  ",SLpM:0.82,Str. Acc.:15%,SApM:0.66,Str. Def:69%,,TD Avg.:2.47,TD Acc.:100%,TD Def.:50%,Sub. Avg.:4.9,"
"
 Sovannahry Em Record: 3-1-0,"Height:5' 4""",Weight:135 lbs.,Reach:--,STANCE:  ,"DOB:Jun 26, 1992  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Ramazan Emeev Record: 20-4-0,"Height:5' 10""",Weight:170 lbs.,"Reach:76""",STANCE:Southpaw,"DOB:May 23, 1987  ",SLpM:2.50,Str. Acc.:45%,SApM:1.98,Str. Def:66%,,TD Avg.:2.33,TD Acc.:29%,TD Def.:66%,Sub. Avg.:0.5,"
"
 Aleksander Emelianenko Record: 23-7-0,"Height:6' 6""",Weight:255 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 02, 1981  ",SLpM:2.75,Str. Acc.:41%,SApM:1.70,Str. Def:65%,,TD Avg.:2.32,TD Acc.:72%,TD Def.:66%,Sub. Avg.:0.9,"
"
 Fedor Emelianenko Record: 36-5-0 (1 NC),"Height:6' 0""",Weight:230 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Sep 28, 1976  ",SLpM:3.18,Str. Acc.:51%,SApM:1.00,Str. Def:63%,,TD Avg.:2.00,TD Acc.:63%,TD Def.:82%,Sub. Avg.:1.9,"
"
 Rob Emerson Record: 18-12-0 (1 NC),"Height:5' 9""",Weight:155 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Jul 30, 1981  ",SLpM:2.50,Str. Acc.:30%,SApM:2.83,Str. Def:64%,,TD Avg.:2.02,TD Acc.:52%,TD Def.:65%,Sub. Avg.:0.4,"
"
 Jamall Emmers Record: 18-5-0,"Height:5' 10""",Weight:145 lbs.,"Reach:74""",STANCE:Orthodox,"DOB:Jul 24, 1989  ",SLpM:5.75,Str. Acc.:52%,SApM:4.65,Str. Def:54%,,TD Avg.:2.90,TD Acc.:53%,TD Def.:100%,Sub. Avg.:0.0,"
"
 Josh Emmett Record: 16-2-0,"Height:5' 6""",Weight:145 lbs.,"Reach:70""",STANCE:Orthodox,"DOB:Mar 04, 1985  ",SLpM:4.32,Str. Acc.:39%,SApM:4.02,Str. Def:63%,,TD Avg.:1.43,TD Acc.:47%,TD Def.:50%,Sub. Avg.:0.1,"
"
 Marius Enache Record: 3-3-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Oct 16, 1975  ",SLpM:1.71,Str. Acc.:34%,SApM:0.66,Str. Def:84%,,TD Avg.:3.94,TD Acc.:100%,TD Def.:0%,Sub. Avg.:3.9,"
"
 Kevin Engel Record: 5-1-0,"Height:6' 2""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Kolton Englund Record: 9-3-0,"Height:5' 8""",Weight:155 lbs.,Reach:--,STANCE:  ,"DOB:Jul 09, 1992  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Oliver Enkamp Record: 7-2-0,"Height:6' 0""",Weight:170 lbs.,"Reach:77""",STANCE:Switch,"DOB:Aug 10, 1991  ",SLpM:2.38,Str. Acc.:36%,SApM:3.55,Str. Def:37%,,TD Avg.:0.87,TD Acc.:16%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Alex Enlund Record: 14-2-0 (1 NC),"Height:5' 10""",Weight:145 lbs.,Reach:--,STANCE:Orthodox,"DOB:May 27, 1987  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Kenny Ento Record: 14-15-0,"Height:6' 2""",Weight:192 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:8.41,Str. Acc.:79%,SApM:0.00,Str. Def:100%,,TD Avg.:5.49,TD Acc.:100%,TD Def.:0%,Sub. Avg.:11.0,"
"
 Ian Entwistle Record: 9-3-0,"Height:5' 5""",Weight:135 lbs.,Reach:--,STANCE:Orthodox,"DOB:Nov 19, 1986  ",SLpM:0.11,Str. Acc.:7%,SApM:7.36,Str. Def:31%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:12.1,"
"
 Andy Enz Record: 10-4-0,"Height:6' 3""",Weight:185 lbs.,"Reach:78""",STANCE:Orthodox,"DOB:Aug 15, 1991  ",SLpM:3.51,Str. Acc.:23%,SApM:5.32,Str. Def:57%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:58%,Sub. Avg.:0.0,"
"
 Won Jin Eoh Record: 5-5-1,"Height:5' 7""",Weight:160 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:3.74,Str. Acc.:44%,SApM:3.58,Str. Def:46%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:50%,Sub. Avg.:0.0,"
"
 Josh Epps Record: 6-7-0,Height:--,Weight:130 lbs.,Reach:--,STANCE:  ,"DOB:Aug 23, 1986  ",SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Tom Erikson Record: 9-4-1,"Height:6' 3""",Weight:280 lbs.,Reach:--,STANCE:Orthodox,DOB:--  ,SLpM:0.94,Str. Acc.:47%,SApM:1.87,Str. Def:25%,,TD Avg.:4.68,TD Acc.:60%,TD Def.:100%,Sub. Avg.:6.2,"
"
 Konstantin Erokhin Record: 9-3-0,"Height:5' 11""",Weight:230 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jan 31, 1983  ",SLpM:1.07,Str. Acc.:36%,SApM:1.83,Str. Def:47%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:70%,Sub. Avg.:0.0,"
"
 Julian Erosa Record: 25-10-0,"Height:6' 1""",Weight:145 lbs.,"Reach:74""",STANCE:Southpaw,"DOB:Jul 31, 1989  ",SLpM:5.10,Str. Acc.:47%,SApM:5.78,Str. Def:50%,,TD Avg.:1.29,TD Acc.:54%,TD Def.:58%,Sub. Avg.:0.9,"
"
 Nick Ertl Record: 8-6-0,"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:1.34,Str. Acc.:69%,SApM:1.59,Str. Def:41%,,TD Avg.:1.88,TD Acc.:50%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Chel Erwin-Davis Record: 5-1-0,"Height:6' 0""",Weight:170 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:4.06,Str. Acc.:54%,SApM:1.13,Str. Def:61%,,TD Avg.:4.25,TD Acc.:100%,TD Def.:50%,Sub. Avg.:1.4,"
"
 Bobby Escalante Record: 5-6-0,Height:--,Weight:130 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Eric Esch Record: 15-10-1,"Height:5' 11""",Weight:350 lbs.,Reach:--,STANCE:Orthodox,"DOB:Aug 03, 1968  ",SLpM:3.07,Str. Acc.:71%,SApM:1.74,Str. Def:43%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:2.0,"
"
 Pro Escobedo Record: 1-0-0,Height:--,Weight:205 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Cole Escovedo Record: 17-9-0,"Height:5' 7""",Weight:135 lbs.,"Reach:72""",STANCE:Orthodox,"DOB:Aug 30, 1981  ",SLpM:1.77,Str. Acc.:43%,SApM:4.32,Str. Def:49%,,TD Avg.:0.43,TD Acc.:33%,TD Def.:13%,Sub. Avg.:0.0,"
"
 Efrain Escudero Record: 28-12-0,"Height:5' 9""",Weight:155 lbs.,"Reach:71""",STANCE:Orthodox,"DOB:Jan 15, 1986  ",SLpM:2.92,Str. Acc.:44%,SApM:2.30,Str. Def:63%,,TD Avg.:1.31,TD Acc.:40%,TD Def.:66%,Sub. Avg.:0.8,"
"
 Evan Esguerra Record: 8-7-0 (1 NC),Height:--,Weight:145 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Carla Esparza Record: 19-6-0,"Height:5' 1""",Weight:115 lbs.,"Reach:63""",STANCE:Orthodox,"DOB:Oct 10, 1987  ",SLpM:2.34,Str. Acc.:43%,SApM:2.75,Str. Def:53%,,TD Avg.:3.53,TD Acc.:37%,TD Def.:48%,Sub. Avg.:0.3,"
"
 Juan Espino Record: 11-2-0,"Height:6' 3""",Weight:255 lbs.,"Reach:80""",STANCE:  ,"DOB:Oct 09, 1980  ",SLpM:2.38,Str. Acc.:70%,SApM:1.95,Str. Def:40%,,TD Avg.:8.93,TD Acc.:78%,TD Def.:50%,Sub. Avg.:2.4,"
"
 Jordan Espinosa Record: 15-9-0 (1 NC),"Height:5' 6""",Weight:125 lbs.,"Reach:69""",STANCE:Orthodox,"DOB:Nov 08, 1989  ",SLpM:4.22,Str. Acc.:52%,SApM:2.94,Str. Def:57%,,TD Avg.:0.75,TD Acc.:28%,TD Def.:70%,Sub. Avg.:0.2,"
"
 Jodie Esquibel Record: 6-6-0,"Height:5' 1""",Weight:115 lbs.,"Reach:64""",STANCE:Orthodox,"DOB:May 07, 1986  ",SLpM:4.10,Str. Acc.:31%,SApM:7.37,Str. Def:52%,,TD Avg.:0.75,TD Acc.:21%,TD Def.:83%,Sub. Avg.:0.0,"
"
 Achilles Estremadura Record: 7-0-0,"Height:5' 11""",Weight:155 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Terry Etim Record: 16-5-0,"Height:6' 1""",Weight:155 lbs.,"Reach:73""",STANCE:Orthodox,"DOB:Jan 11, 1986  ",SLpM:2.16,Str. Acc.:35%,SApM:2.53,Str. Def:67%,,TD Avg.:0.43,TD Acc.:30%,TD Def.:39%,Sub. Avg.:1.4,"
"
 Fred Ettish Record: 1-1-0,"Height:6' 0""",Weight:180 lbs.,Reach:--,STANCE:Southpaw,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.00,Str. Def:0%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Scott Ettling Record: 4-2-0,Height:--,Weight:135 lbs.,Reach:--,STANCE:  ,DOB:--  ,SLpM:0.00,Str. Acc.:0%,SApM:0.54,Str. Def:83%,,TD Avg.:8.04,TD Acc.:100%,TD Def.:0%,Sub. Avg.:0.0,"
"
 Sijara Eubanks Record: 8-6-0,"Height:5' 4""",Weight:135 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Apr 27, 1985  ",SLpM:4.56,Str. Acc.:43%,SApM:3.59,Str. Def:57%,,TD Avg.:1.94,TD Acc.:47%,TD Def.:65%,Sub. Avg.:0.4,"
"
 Billy Evangelista Record: 13-3-0 (1 NC),"Height:5' 8""",Weight:155 lbs.,"Reach:68""",STANCE:Orthodox,"DOB:Oct 07, 1980  ",SLpM:4.51,Str. Acc.:40%,SApM:3.96,Str. Def:61%,,TD Avg.:1.60,TD Acc.:19%,TD Def.:61%,Sub. Avg.:0.2,"
"
 Rashad Evans Record: 19-8-1,"Height:6' 0""",Weight:205 lbs.,"Reach:75""",STANCE:Orthodox,"DOB:Sep 25, 1979  ",SLpM:2.14,Str. Acc.:37%,SApM:2.42,Str. Def:63%,,TD Avg.:2.98,TD Acc.:44%,TD Def.:73%,Sub. Avg.:0.0,"
"
 Doug Evans Record: 13-10-0,"Height:5' 9""",Weight:155 lbs.,Reach:--,STANCE:Orthodox,"DOB:Oct 10, 1980  ",SLpM:1.79,Str. Acc.:35%,SApM:2.55,Str. Def:55%,,TD Avg.:3.19,TD Acc.:83%,TD Def.:69%,Sub. Avg.:0.6,"
"
 Ashlee Evans-Smith Record: 6-5-0,"Height:5' 8""",Weight:135 lbs.,"Reach:67""",STANCE:Orthodox,"DOB:Jul 09, 1987  ",SLpM:4.54,Str. Acc.:34%,SApM:4.69,Str. Def:55%,,TD Avg.:1.10,TD Acc.:23%,TD Def.:66%,Sub. Avg.:0.0,"
"
 Dan Evensen Record: 11-4-0,"Height:6' 3""",Weight:250 lbs.,Reach:--,STANCE:Orthodox,"DOB:Jun 01, 1974  ",SLpM:0.27,Str. Acc.:10%,SApM:3.86,Str. Def:38%,,TD Avg.:0.00,TD Acc.:0%,TD Def.:0%,Sub. Avg.:4.0,"
"
